,0,1,2,3,4,5,6,7,class
53,-0.080802165,-0.027215151,-0.049804773,-0.00773264,-0.055754662,-0.101385675,0.101400457,0.064295411,down
54,-0.076781675,-0.025112703,-0.053246155,-0.013917138,-0.06331221,-0.09685725,0.104515143,0.078009255,down
55,-0.070655338,-0.010991221,-0.069898292,-0.023904374,-0.088459164,-0.085027382,0.094599172,0.100848176,down
56,-0.049526785,0.000946787,-0.07093709,-0.032245539,-0.101691514,-0.063337602,0.062128823,0.094314829,down
57,-0.043251,0.010645253,-0.08038535,-0.037707273,-0.118048541,-0.054923043,0.049704794,0.104203314,down
58,-0.032115951,0.006387325,-0.078534901,-0.050779227,-0.120060883,-0.038260516,0.030629028,0.099081382,down
59,-0.033316478,0.007081322,-0.084014945,-0.055993762,-0.132812604,-0.039063077,0.035419259,0.113843322,down
60,-0.034823816,0.012702618,-0.077106558,-0.042223573,-0.125768349,-0.047840852,0.039665431,0.104807176,down
61,-0.039788969,0.002024879,-0.085505038,-0.055705838,-0.125112474,-0.044889253,0.049066614,0.11802797,down
62,-0.045851991,0.00431478,-0.087935463,-0.050405037,-0.126802728,-0.052822527,0.053524867,0.11607407,down
63,-0.057418525,-0.015073746,-0.071447119,-0.042241272,-0.095139369,-0.067725435,0.080154113,0.104451247,down
64,-0.065064892,-0.020549702,-0.062662646,-0.030400964,-0.077420108,-0.077755906,0.1024336,0.102435239,down
65,-0.059556071,-0.029589478,-0.053515546,-0.035093281,-0.067449726,-0.074239127,0.10372898,0.099204317,down
66,-0.054012354,-0.047589716,-0.033117343,-0.034530323,-0.040551092,-0.075652391,0.109524541,0.081392892,down
67,-0.053235006,-0.049387403,-0.019715281,-0.022414545,-0.025675094,-0.079932988,0.10129448,0.055596545,down
68,-0.054748509,-0.047365695,-0.032913271,-0.032793485,-0.037408669,-0.07408087,0.103975937,0.074384458,down
69,-0.062173288,-0.034167368,-0.045482133,-0.028229853,-0.057470903,-0.082913831,0.111684211,0.091758057,down
70,-0.056472752,-0.020668443,-0.057110701,-0.034439508,-0.079370484,-0.072501428,0.089451097,0.094389208,down
71,-0.05513243,-0.006202313,-0.076184653,-0.040870495,-0.106915221,-0.068239518,0.069299303,0.102424845,down
72,-0.051858295,0.003755828,-0.075229526,-0.032701839,-0.109598063,-0.0661873,0.061923768,0.099375479,down
73,-0.031488184,0.018199792,-0.084268816,-0.043249048,-0.127187565,-0.038211133,0.016825343,0.091539979,down
74,-0.035296347,0.015223749,-0.087610878,-0.046392296,-0.130767927,-0.043059103,0.026766041,0.101188429,down
75,-0.03717367,0.004006539,-0.073638849,-0.041964781,-0.110197239,-0.046473868,0.043615472,0.096795395,down
76,-0.039901298,0.006169086,-0.08020436,-0.043285385,-0.116065621,-0.046748068,0.041972958,0.100161217,down
77,-0.046302408,-0.000793825,-0.078282125,-0.046551295,-0.116577879,-0.058457546,0.061971825,0.111744411,down
78,-0.051608805,-0.010954733,-0.067239352,-0.039293334,-0.095428757,-0.065869376,0.086866222,0.113014184,down
79,-0.045421321,-0.029114084,-0.043207634,-0.037149996,-0.068794787,-0.06808316,0.088158667,0.088911042,down
80,-0.00286999,0.022474032,-0.012568836,0.009087336,-0.016296592,-0.002740789,0.029502934,0.041428253,down
81,-0.048625283,-0.054137636,-0.009257341,-0.018926082,-0.009467116,-0.074589819,0.099077761,0.043604173,down
82,-0.050225668,-0.050772201,-0.046652019,-0.055215783,-0.055023126,-0.061462704,0.105787948,0.102634691,down
83,-0.061093587,-0.033823404,-0.064050272,-0.048576027,-0.076392181,-0.069231577,0.105314642,0.114109561,down
84,-0.06136794,-0.012900471,-0.06875065,-0.034390204,-0.089626916,-0.071891025,0.082156301,0.097003482,down
85,-0.063189022,-0.014267926,-0.072155587,-0.035800196,-0.093359835,-0.075727046,0.083266757,0.097712092,down
86,-0.063468933,-0.006809232,-0.075044565,-0.032748539,-0.099333361,-0.07645411,0.068344913,0.088639185,down
87,-0.044040352,0.008828353,-0.077436827,-0.03789657,-0.10877645,-0.052403748,0.04839636,0.095509551,down
88,-0.04437523,0.01659728,-0.081174165,-0.033670943,-0.116788007,-0.053686079,0.046873789,0.099051885,down
89,-0.045853071,0.018688597,-0.086127616,-0.035053883,-0.12380711,-0.058808818,0.047114611,0.103607498,down
90,-0.045488115,0.027572107,-0.073706709,-0.012770702,-0.112836763,-0.067312084,0.046339296,0.086139925,down
91,-0.059898701,0.024769275,-0.065687671,0.006569773,-0.098248832,-0.084980272,0.057272684,0.069355935,down
92,-0.074821137,0.012202244,-0.05766562,0.01396744,-0.076412216,-0.094843678,0.07091707,0.055868875,down
93,-0.089938551,-0.003732462,-0.028467624,0.046396688,-0.048744794,-0.128093481,0.090764038,0.02366613,down
94,-0.087087974,-0.029783772,0.003002774,0.053561796,-0.021320898,-0.140767649,0.096566245,-0.004467675,down
95,-0.089536063,-0.018926812,-0.005054991,0.055799179,-0.037852433,-0.143522516,0.09178964,0.001481731,down
96,-0.09835209,-0.023809189,-0.01588949,0.049577434,-0.021371916,-0.130454704,0.092702843,0.003278666,down
97,-0.080614582,0.010069175,-0.011195835,0.066291444,-0.043311246,-0.121075809,0.071451567,0.007902411,down
98,-0.065655924,0.036836773,-0.028860861,0.058302879,-0.063970342,-0.10089995,0.061112475,0.030433418,down
99,-0.056424599,0.05152436,-0.027317047,0.062334817,-0.074941546,-0.099129789,0.062038127,0.040784843,down
100,-0.032352723,0.059892777,-0.022947744,0.052777279,-0.080144703,-0.079712249,0.044213582,0.044595908,down
101,-0.008285602,0.074623294,-0.025129898,0.043387193,-0.091071725,-0.060774479,0.030232172,0.055890433,down
102,-0.014098597,0.07254827,-0.021725776,0.04914964,-0.087106377,-0.066520765,0.037515506,0.054769229,down
103,-0.037377067,0.05743257,-0.010372563,0.066441089,-0.073676363,-0.090720631,0.054072659,0.038195729,down
104,-0.058285736,0.045505058,-0.034373567,0.051664338,-0.072585277,-0.092268452,0.05557261,0.038499899,down
105,-0.06382741,0.03139374,-0.033123508,0.046369325,-0.063620396,-0.0926181,0.056548573,0.03233625,down
106,-0.068079144,0.025373861,-0.050776321,0.027602758,-0.073399983,-0.089350797,0.062274698,0.048693538,down
107,-0.084751308,0.007426572,-0.035250593,0.042529076,-0.050953817,-0.10899324,0.074117556,0.026392883,down
108,-0.088307105,-0.013175367,-0.017860252,0.048066448,-0.025422104,-0.11770501,0.080959879,0.005988989,down
109,-0.093643263,-0.015181975,-0.019234462,0.050830625,-0.029258262,-0.129640266,0.093403846,0.006561052,down
110,-0.095572792,-0.017496666,-0.028766787,0.039375614,-0.035569381,-0.127974555,0.100505486,0.022140469,down
111,-0.09319786,-0.006517971,-0.056149017,0.017531937,-0.064468868,-0.11396084,0.096178614,0.054149054,down
112,-0.082728013,0.003835443,-0.056483511,0.015182499,-0.074365079,-0.105350986,0.092771694,0.06586732,down
113,-0.073768884,0.004700115,-0.069373347,-0.00376643,-0.086112566,-0.089161798,0.076222777,0.074197732,down
114,-0.057525907,0.004138676,-0.080533907,-0.029859088,-0.101901457,-0.066755593,0.057412244,0.089442231,down
115,-0.056064766,0.013093673,-0.083287016,-0.027545691,-0.115100093,-0.071110569,0.058271401,0.097724013,down
116,-0.045748077,0.013159901,-0.081283972,-0.035511121,-0.118524566,-0.059758302,0.049898844,0.100228153,down
117,-0.041658431,0.014274351,-0.067453742,-0.024823397,-0.103330597,-0.058618605,0.055070344,0.094046302,down
118,-0.051029917,-0.006434691,-0.081951484,-0.050802879,-0.107630648,-0.05493889,0.063477322,0.10988266,down
119,-0.052286945,-0.002575491,-0.084785327,-0.048759717,-0.112361372,-0.05754973,0.062947705,0.111110963,down
120,-0.05862654,-0.012809219,-0.076927789,-0.044872604,-0.098693155,-0.066824503,0.083716802,0.112962872,down
121,-0.062641472,-0.007335233,-0.076746985,-0.035622105,-0.101731956,-0.075472251,0.084572308,0.108427189,down
122,-0.055518873,-0.005409027,-0.082837597,-0.047672272,-0.112795673,-0.064619757,0.074273184,0.117238551,down
123,-0.054740086,-0.001860586,-0.079013452,-0.041630965,-0.112629063,-0.067139506,0.071477413,0.110373013,down
124,-0.061667711,-0.021819934,-0.06936539,-0.042616524,-0.086632825,-0.071538359,0.086620793,0.101100862,down
125,-0.047874905,-0.025340397,-0.061256509,-0.050803784,-0.087423645,-0.062111489,0.089556344,0.112979412,down
126,-0.051086102,-0.036504935,-0.051915705,-0.049006835,-0.071812145,-0.067362428,0.097965218,0.10372135,down
127,-0.050263397,-0.035892997,-0.048683733,-0.044619884,-0.066364236,-0.067182675,0.092059746,0.094238587,down
128,-0.048466481,-0.036768872,-0.048122812,-0.04706328,-0.069424309,-0.067284174,0.097248569,0.101682298,down
129,-0.059681091,-0.022508433,-0.053468511,-0.028140422,-0.074852549,-0.080190599,0.093154624,0.088817857,down
130,-0.059836164,0.003724089,-0.07067208,-0.021330336,-0.097432464,-0.075639725,0.06946525,0.088336654,down
131,-0.056561049,-0.003870442,-0.077770136,-0.039105423,-0.102605365,-0.065072149,0.071393304,0.104478322,down
132,-0.054897755,-0.003202897,-0.080000617,-0.042209689,-0.106823243,-0.064163208,0.071676664,0.109798864,down
133,-0.049919367,0.016849766,-0.078973636,-0.025021624,-0.113248922,-0.067986973,0.05966102,0.100846425,down
134,-0.057739124,0.01021524,-0.077348478,-0.021681618,-0.106198162,-0.074089631,0.061979141,0.090618506,down
135,-0.07136108,0.004377102,-0.062587775,0.000609598,-0.082033873,-0.090646602,0.074813694,0.067844734,down
136,-0.087096617,-0.00831337,-0.052436303,0.013287771,-0.060030185,-0.106673986,0.091138318,0.052423589,down
137,-0.094627857,-0.029311741,-0.015394229,0.041524313,-0.021096535,-0.12701945,0.088842437,0.004123656,down
138,-0.093422502,-0.043125916,0.022635639,0.069571339,-0.005437996,-0.154265881,0.088293485,-0.040721264,down
139,-0.091884568,-0.034526709,0.017723814,0.069537319,-0.010789778,-0.143691018,0.084559657,-0.032769453,down
140,-0.089820869,0.004192926,-0.015322159,0.067757621,-0.032591395,-0.120973788,0.070690885,-0.001540209,down
141,-0.057614535,0.022641005,-0.067391813,-0.000174154,-0.089790061,-0.072196595,0.044699516,0.061386939,down
142,-0.046168622,0.00308685,-0.074571609,-0.037871938,-0.09681794,-0.050244719,0.043064494,0.081429034,down
143,-0.035410043,0.018546104,-0.074648447,-0.031990588,-0.114550479,-0.052387137,0.030350132,0.084813349,down
144,-0.030887753,0.017904442,-0.070322856,-0.033027176,-0.113188453,-0.048049264,0.035436854,0.091602877,down
145,-0.038017649,0.011117984,-0.070130005,-0.033791646,-0.112625211,-0.054951631,0.049155809,0.097435161,down
146,-0.046646189,-0.00637725,-0.078658924,-0.049643327,-0.111246705,-0.054462627,0.060136288,0.107843429,down
147,-0.047951203,-0.011806574,-0.071917325,-0.048646219,-0.107700653,-0.062621534,0.083263591,0.121771134,down
148,-0.051531367,-0.039140355,-0.041448619,-0.037855454,-0.052747458,-0.067814626,0.0979947,0.087109275,down
149,-0.067455508,-0.035650004,-0.050096627,-0.028941918,-0.059817914,-0.086348645,0.114948168,0.093694374,down
150,-0.062637068,-0.042141709,-0.035475116,-0.0236548,-0.041325256,-0.084855892,0.107428305,0.071431488,down
151,-0.066410765,-0.011335366,-0.062147185,-0.021451533,-0.080818713,-0.08092992,0.080204003,0.080524288,down
152,-0.061688419,0.004543564,-0.083780728,-0.030540317,-0.113719806,-0.076974832,0.061403472,0.094404526,down
153,-0.03899809,0.025175715,-0.078239493,-0.024905112,-0.114022769,-0.052495178,0.027897935,0.079714559,down
154,-0.033631928,0.015493929,-0.083238505,-0.043341991,-0.120483495,-0.042817172,0.029543642,0.09719938,down
155,-0.034025665,0.022406409,-0.076902635,-0.030929144,-0.115863428,-0.048888516,0.030179501,0.088783704,down
156,-0.045464836,0.003575257,-0.078365713,-0.041124817,-0.105687201,-0.052152421,0.044527255,0.089272432,down
157,-0.054439332,0.006088319,-0.078544036,-0.030619226,-0.103305839,-0.062345982,0.044938497,0.078737073,down
158,-0.079041459,-0.010294016,-0.033990189,0.023104152,-0.049888883,-0.107762299,0.079939805,0.031823263,down
159,-0.080332853,-0.003994467,-0.016870774,0.048834618,-0.03635446,-0.116268463,0.082422525,0.017004222,down
160,-0.076501831,-0.023436923,-0.000344034,0.046823304,-0.020351142,-0.115767695,0.083365209,0.004812567,down
161,-0.067682981,0.002446238,0.001817837,0.060198762,-0.039337017,-0.113321759,0.066030517,0.004009987,down
162,-0.066346727,0.008300001,0.018690798,0.081998251,-0.037280429,-0.121941052,0.056315694,-0.016701424,down
163,-0.056101702,0.018369665,0.000610545,0.06063078,-0.041432019,-0.095603384,0.054050572,0.008243701,down
164,-0.058637463,0.023739817,-0.008056449,0.060706921,-0.050530646,-0.098204874,0.049071521,0.006686436,down
165,-0.075225763,0.003695041,-0.023573285,0.040768627,-0.044433236,-0.098851435,0.073187836,0.027094584,down
166,-0.082237922,0.002898863,-0.02651554,0.046108507,-0.045072,-0.110803507,0.080357783,0.025341228,down
167,-0.08261174,-0.01780086,-0.029855257,0.023552539,-0.041113012,-0.108028948,0.084997989,0.029987995,down
168,-0.078865848,-0.030014148,-0.034276046,0.003516496,-0.044018466,-0.100308746,0.085115694,0.039784223,down
169,-0.071004763,-0.022686521,-0.050378133,-0.014596663,-0.062215,-0.088496476,0.085646108,0.066150799,down
170,-0.05856188,-0.001613718,-0.06520807,-0.023476759,-0.090325199,-0.073252663,0.067703888,0.082675673,down
171,-0.027520364,0.010599403,-0.074227825,-0.046282791,-0.106158666,-0.031318236,0.024898853,0.087759145,down
172,-0.02644534,0.022523874,-0.077986658,-0.036921181,-0.118156783,-0.036239933,0.010262224,0.081721932,down
173,-0.028122036,0.020442098,-0.07869754,-0.039987791,-0.123788111,-0.040977404,0.022756293,0.094083592,down
174,-0.038692798,0.013032914,-0.077627666,-0.037563901,-0.120598629,-0.055094179,0.042143494,0.098103665,down
175,-0.047191482,-0.008777021,-0.066285275,-0.038680434,-0.095975645,-0.062245678,0.062034134,0.09223149,down
176,-0.046828419,-0.016255625,-0.053133138,-0.035028484,-0.080498137,-0.065459661,0.072072573,0.085983247,down
177,-0.045643777,-0.027753925,-0.036635604,-0.027861146,-0.05577758,-0.068920396,0.066976391,0.057162032,down
178,-0.050768636,-0.036196481,-0.048522301,-0.043373697,-0.062892914,-0.06462691,0.086102463,0.086351097,down
179,-0.063288629,-0.017279681,-0.061030347,-0.030003916,-0.086886182,-0.083615035,0.098732762,0.102276847,down
180,-0.061264217,-0.018236272,-0.067762636,-0.03923225,-0.089990884,-0.072866239,0.078042209,0.092454173,down
181,-0.049491849,-0.004417278,-0.079384521,-0.047085427,-0.103623442,-0.052941531,0.053946994,0.09549278,down
182,-0.032024048,0.019827915,-0.083549395,-0.041342914,-0.115214512,-0.036832266,0.021512609,0.088739939,down
183,-0.02261656,0.033865895,-0.063073032,-0.015660778,-0.104381688,-0.040304177,0.021520244,0.075632505,down
184,-0.034483075,0.016768023,-0.0729516,-0.033902433,-0.108834401,-0.045923021,0.034781519,0.08696378,down
185,-0.055847865,-0.006562118,-0.06604664,-0.030525781,-0.086951151,-0.066196777,0.071695343,0.088914528,down
186,-0.0681336,0.001364467,-0.06713631,-0.011105007,-0.085375749,-0.082011953,0.067187041,0.070445627,down
187,-0.084267579,-0.01339775,-0.05455666,0.002245367,-0.063516147,-0.102864392,0.091737859,0.060487956,down
188,-0.079838432,-0.033802539,-0.026408125,0.010298626,-0.030236641,-0.104491882,0.091047518,0.029973838,down
189,-0.090849616,-0.031586703,-0.021065375,0.029576674,-0.028410291,-0.120379589,0.089426696,0.011872945,down
190,-0.083183363,-0.009180321,-0.016247157,0.048664454,-0.034048039,-0.117694095,0.072807163,0.003221638,down
191,-0.084900163,-0.027550099,-0.004207697,0.044837728,-0.021803562,-0.121155158,0.08317358,-3.69e-05,down
192,-0.06158153,-0.006937971,0.052273069,0.101145066,-0.013615864,-0.131047785,0.071864031,-0.02824373,down
193,-0.067983992,0.004655097,0.01950047,0.081866659,-0.035705518,-0.120998025,0.073212586,-0.001079942,down
194,-0.060290266,-0.020582326,-0.002168272,0.027523207,-0.024630716,-0.089736097,0.074317902,0.017738746,down
195,-0.07208728,-0.039020732,-0.018396068,0.00663022,-0.01986319,-0.088292733,0.076517746,0.019277383,down
196,-0.07207559,-0.003684305,-0.039922286,0.01586426,-0.053135388,-0.090381958,0.071514405,0.041531894,down
197,-0.091711566,-0.039724771,-0.040423259,0.001209052,-0.036020752,-0.106147505,0.098861299,0.040584978,down
198,-0.075109623,-0.039916407,-0.028570501,-0.003365274,-0.033728592,-0.097536623,0.091906302,0.039099399,down
199,-0.075057536,-0.051285408,-0.03854499,-0.025012406,-0.049897663,-0.102687225,0.109816737,0.065917157,down
200,-0.071676731,-0.063956253,-0.023480888,-0.021927981,-0.026151404,-0.101842985,0.116293408,0.05189126,down
201,-0.076968513,-0.044461012,-0.04426188,-0.021218048,-0.048298664,-0.098853774,0.110893011,0.068866827,down
202,-0.074734293,-0.03261796,-0.060728263,-0.032838222,-0.068959273,-0.087040901,0.103478737,0.089935437,down
203,-0.06281478,-0.010493215,-0.063236818,-0.025265843,-0.082309566,-0.075351752,0.07703463,0.083500423,down
204,-0.061367478,-0.005201711,-0.063735537,-0.022145251,-0.085567094,-0.074789107,0.07913252,0.089104325,down
205,-0.057060916,0.004837071,-0.079893954,-0.030595293,-0.112368345,-0.072767295,0.059093114,0.093690157,down
206,-0.057455156,-0.003267964,-0.074470647,-0.032518953,-0.102587536,-0.073976375,0.070983432,0.09707237,down
207,-0.07067588,0.012434948,-0.070409827,-0.004387362,-0.100927539,-0.092522889,0.066718407,0.074096121,down
208,-0.054723635,0.013469613,-0.062734887,-0.009793395,-0.0920415,-0.074004918,0.05547468,0.070854805,down
209,-0.047961947,0.018433036,-0.068627238,-0.016819676,-0.098247953,-0.06428019,0.049101096,0.078505993,down
210,-0.053831011,0.01028752,-0.067576654,-0.018034386,-0.094734497,-0.068221651,0.051713429,0.073903181,down
211,-0.050527204,0.026021902,-0.069100715,-0.008661491,-0.103582509,-0.068990007,0.042729426,0.071510769,down
212,-0.052140623,0.048092,-0.070507139,0.011938921,-0.114291556,-0.080629326,0.048849531,0.077002823,down
213,-0.03984211,0.064280152,-0.044342879,0.040189806,-0.097716369,-0.079740234,0.049748123,0.064049445,down
214,-0.028291481,0.06798961,-0.031841524,0.048034225,-0.086034372,-0.072233364,0.044013552,0.055544846,down
215,-0.03185498,0.068984918,-0.032540046,0.05158126,-0.088873111,-0.078579426,0.051173579,0.059997767,down
216,-0.035344899,0.064227305,-0.047699474,0.036040552,-0.097611785,-0.07182128,0.040486742,0.061235622,down
217,-0.054003388,0.039248694,-0.051214032,0.027200215,-0.087537088,-0.083251737,0.058739223,0.061771814,down
218,-0.054170553,0.046646811,-0.068814591,0.015471418,-0.111518964,-0.081794456,0.05327465,0.077388622,down
219,-0.052487418,0.026796671,-0.075696111,-0.008276676,-0.103016987,-0.067216672,0.036824055,0.066980779,down
220,-0.057979949,0.007669337,-0.068518043,-0.015584298,-0.086336702,-0.067025729,0.053144827,0.070000917,down
221,-0.057422724,0.002235302,-0.07377629,-0.028540259,-0.096821733,-0.068042405,0.057117309,0.083669245,down
222,-0.07142999,-0.007109242,-0.068762109,-0.01828897,-0.089600176,-0.089978904,0.081011809,0.081827931,down
223,-0.070615567,-0.002267394,-0.058366925,-0.004083778,-0.072491586,-0.085068978,0.072950736,0.063163698,down
224,-0.06881658,-0.011279257,-0.055957425,-0.011474716,-0.066723675,-0.081216887,0.083327115,0.071793191,down
225,-0.071227007,-0.014771889,-0.067314252,-0.02540723,-0.080520794,-0.081641987,0.088714488,0.088502355,down
226,-0.063068062,-0.014596495,-0.067860007,-0.031877033,-0.089203358,-0.07794968,0.079207756,0.08867944,down
227,-0.061468646,-0.025974888,-0.056320377,-0.031010253,-0.070139088,-0.075031288,0.086974248,0.082259685,down
228,-0.05912387,-0.010003654,-0.055652183,-0.01871419,-0.082035579,-0.082242921,0.087591097,0.087479427,down
229,-0.05337387,-0.010318998,-0.052687526,-0.02189032,-0.073569342,-0.068458647,0.058523975,0.061656639,down
230,-0.059702445,-0.025208861,-0.05067642,-0.027660785,-0.071079612,-0.081826597,0.089208439,0.081198417,down
231,-0.057768475,-0.014770557,-0.060603637,-0.031514522,-0.081773974,-0.072356746,0.077552326,0.086934917,down
232,-0.059034806,-0.037896149,-0.051237993,-0.042787053,-0.063824117,-0.072844133,0.093630232,0.088544182,down
233,-0.061703499,-0.032925695,-0.062143862,-0.046241794,-0.078030221,-0.073555462,0.098750226,0.104318783,down
234,-0.071515933,-0.026186353,-0.053409196,-0.020877372,-0.069779649,-0.096060537,0.119166724,0.099050172,down
235,-0.074504629,-0.033404496,-0.056512911,-0.027106287,-0.063796975,-0.090680167,0.114768714,0.093680538,down
236,-0.079667769,-0.022874394,-0.067747101,-0.025193952,-0.079424329,-0.095346548,0.105353899,0.094552189,down
237,-0.07735578,-0.013595166,-0.072519362,-0.023712099,-0.08798261,-0.091177098,0.103505231,0.101333134,down
238,-0.062822603,0.001890199,-0.072854877,-0.021380424,-0.090470195,-0.071564429,0.066154867,0.082298152,down
239,-0.061892357,0.005417046,-0.075289905,-0.020899506,-0.092051499,-0.070490852,0.062261995,0.082308866,down
240,-0.066477425,0.019110069,-0.061091255,0.009672313,-0.083495893,-0.084575631,0.069206953,0.069217719,down
241,-0.060652114,0.028326057,-0.061056409,0.013308794,-0.087850802,-0.07986673,0.055580016,0.062253445,down
242,-0.062134191,0.033405576,-0.050166279,0.030606791,-0.07924708,-0.088070281,0.064151287,0.056625254,down
